Date,Equity,Cash,RunningMax,DrawdownPct,CD_5Pct,S&P500_SPY,EqualWeight_RSP,Balanced_60_40
2016-03-14,100000.0,100000.0,100000.0,0.0,100000.0,100000.0,100000.0,100000.0
2016-03-15,99187.55105689431,440.5911927547613,100000.0,-0.8124489431056814,100019.3630506544,99837.08686708905,99431.18490109309,99865.72271500986
2016-03-16,100084.28975232507,560.6411927547613,100084.28975232507,0.0,100038.72985058611,100414.83992477758,100374.94257891606,100384.14308627485
2016-03-17,100895.84102090265,560.6411927547613,100895.84102090265,0.0,100058.10040052107,101051.89393185033,101305.81595345656,100850.30789984157
2016-03-18,101239.91228564645,560.6411927547613,101239.91228564645,0.0,100077.47470118546,102058.378248603,102389.40013030083,101485.98493937982
2016-03-21,100958.19222768213,560.6411927547613,101239.91228564645,-0.2782697570593129,100096.85275330552,102203.19222103036,102415.5357121781,101483.95216022714
2016-03-22,101011.65720351602,560.6411927547613,101239.91228564645,-0.22545958108538544,100116.23455760759,102148.27542832427,102337.10544217016,101425.37196896561
2016-03-23,100303.87347539331,560.6411927547613,101239.91228564645,-0.9245748925701625,100135.62011481824,101474.15838170271,101291.23520393293,101112.39463203192
2016-03-24,100120.3559549656,560.6411927547613,101239.91228564645,-1.1058448248374986,100155.00942566418,101429.1963756875,101173.5309879807,101089.17419072425
2016-03-28,100397.13259299661,560.6411927547613,101239.91228564645,-0.8324579443253155,100174.40249087218,101489.10397789357,101317.3707858102,101154.39173533791
2016-03-29,101803.4624267521,758.6511927547613,101803.4624267521,0.0,100193.79931116923,102427.89492186988,102350.18499529686,101836.96927661488
2016-03-30,102066.68797736551,802.3611927547613,102066.68797736551,0.0,100213.1998872824,102877.32715585805,102663.94136189281,102090.33348701295
2016-03-31,101747.7504605427,816.2211927547613,102066.68797736551,-0.31247953974321563,100232.60421993898,102627.67040751854,102663.94136189281,102071.06469880223
2016-04-01,102590.70136693383,832.0911927547613,102590.70136693383,0.0,100252.01230986632,103326.75044574315,103069.20755162339,102559.94473222242
2016-04-04,102089.556789729,896.4015067547613,102590.70136693383,-0.48848927878210047,100271.42415779192,102992.19627128541,102402.45615905139,102401.52411943486
2016-04-05,101064.12464174927,896.4015067547613,102590.70136693383,-1.4880264047757108,100290.83976444349,101963.52603579393,101251.9965445528,101843.39929149068
2016-04-06,102189.65572708785,959.9915067547613,102590.70136693383,-0.39091811879866656,100310.25913054879,103077.05792099147,102324.01412685537,102503.36848936284
2016-04-07,101185.81287752808,1036.2965067547614,102590.70136693383,-1.369411136376697,100329.68225683579,101843.6750549696,101042.86484078238,101856.34027887697
2016-04-08,101794.26686655701,1036.2965067547614,102590.70136693383,-0.7763223077384307,100349.10914403258,102118.31268311825,101487.357927705,101980.74336999643
2016-04-11,101766.11399542511,1036.2965067547614,102590.70136693383,-0.8037642403471268,100368.53979286738,101878.61966557265,101369.70076050505,101866.55711323535
2016-04-12,102881.01506506623,1036.2965067547614,102881.01506506623,0.0,100387.97420406855,102827.41906085808,102467.8186381207,102369.66892444315
2016-04-13,103938.8972439717,1126.8245067547614,103938.8972439717,0.0,100407.4123783646,103866.04408304041,103762.10628826072,103008.56466803866
2016-04-14,103551.46312570083,1126.8245067547614,103938.8972439717,-0.3727518075946734,100426.8543164842,103871.05278074651,103552.90401136193,102940.91305845525
2016-04-15,103573.20318173873,1126.8245067547614,103938.8972439717,-0.3518356187429905,100446.30001915612,103756.20155352523,103526.80371604886,102987.96805298259
2016-04-18,104283.61962890136,1126.8245067547614,104283.61962890136,0.0,100465.7494871093,104485.26222516199,104271.92656768844,103418.45071138165
2016-04-19,104739.02797460067,1126.8245067547614,104739.02797460067,0.0,100485.2027210728,104814.84347832581,104729.51096992582,103610.46464964532
2016-04-20,104753.30606698501,1126.8245067547614,104753.30606698501,0.0,100504.65972177587,104914.7222770471,104925.5748827576,103568.8336499272
2016-04-21,104006.18929910171,1126.8245067547614,104753.30606698501,-0.7132154544177816,100524.1204899478,104350.42987173462,104219.66716612196,103178.44747305938
2016-04-22,104494.02975654113,1126.8245067547614,104753.30606698501,-0.24751133895295485,100543.58502631818,104350.42987173462,104873.33900556725,103182.18777865899
2016-04-25,104520.7502026509,1126.8245067547614,104753.30606698501,-0.22200336492043116,100563.05333161657,104170.6444563951,104428.81063208045,103030.69917558867
2016-04-26,105012.36847304809,1126.8245067547614,105012.36847304809,0.0,100582.52540657278,104325.44004782244,105160.87745496946,103103.89303351301
2016-04-27,105808.27190923202,1126.8245067547614,105808.27190923202,0.0,100602.00125191672,104540.17901786805,105840.69663848008,103354.54501755378
2016-04-28,104915.31903981674,1126.8245067547614,105808.27190923202,-0.8439348392168311,100621.48086837848,103591.39751078872,104585.72998303661,102873.92433213683
2016-04-29,104520.22356271255,1126.8245067547614,105808.27190923202,-1.2173418233542566,100640.96425668822,103032.12274728536,103945.13769671803,102536.9637175366
2016-05-02,105623.1221432637,1126.8245067547614,105808.27190923202,-0.17498609761545936,100660.45141757632,103851.08059864343,104559.54735240708,103098.0105201517
2016-05-03,104649.28376674163,1126.8245067547614,105808.27190923202,-1.0953662899670369,100679.94235177325,102947.2610975793,103382.9403938432,102634.19335880649
2016-05-04,104247.74722718704,1126.8245067547614,105808.27190923202,-1.4748607588862983,100699.43706000963,102372.9960173699,102716.23605002345,102309.22262367612
2016-05-05,104644.4080028485,1126.8245067547614,105808.27190923202,-1.0999744021733426,100718.93554301625,102353.0148911638,102690.07694377004,102400.60913659552
2016-05-06,104788.14112330711,1379.6944203499606,105808.27190923202,-0.9641314119561706,100738.43780152402,102727.5313180337,103016.9363878688,102562.77660209348
2016-05-09,104894.93325854576,1379.6944203499606,105808.27190923202,-0.8632015571237828,100757.94383626398,102812.41980004887,102977.67420411257,102639.51662372534
2016-05-10,106335.65845919884,1379.6944203499606,106335.65845919884,0.0,100777.45364796733,104090.75572798289,104245.81451018724,103423.69428262426
2016-05-11,105835.50979197776,1494.8144203499605,106335.65845919884,-0.470348963337619,100796.9672373654,103117.01122930052,103199.94427195001,102843.19170502193
2016-05-12,106070.18181575096,1494.8144203499605,106335.65845919884,-0.2496590958241396,100816.48460518966,103146.9918627127,103173.80869007274,102824.10287636996
2016-05-13,105225.5469147042,1494.8144203499605,106335.65845919884,-1.0439692202786177,100836.00575217175,102248.14528294248,102180.23313996616,102364.30691740013
2016-05-16,106228.13623011863,1494.8144203499605,106335.65845919884,-0.10111587273563538,100855.5306790434,103256.82544812483,103226.06809163922,102900.23873483698
2016-05-17,105434.5810200051,1494.8144203499605,106335.65845919884,-0.847389720673497,100875.05938653655,102293.08045664853,102520.13685062744,102268.36806453721
2016-05-18,105240.73087847984,1494.8144203499605,106335.65845919884,-1.0296899427571837,100894.59187538324,102323.04320185461,102271.76648747691,102116.60583224705
2016-05-19,104989.39545489778,891.313412203679,106335.65845919884,-1.2660503765231534,100914.12814631559,101968.49895708775,101971.00733869123,101930.19901763138
2016-05-20,105365.02809785545,1037.7956473702288,106335.65845919884,-0.9127985620325241,100933.66820006602,102612.65325850324,102729.29207877397,102342.38814088605
2016-05-23,104825.8961474942,1239.7257373379562,106335.65845919884,-1.4198081185380795,100953.21203736693,102472.83903967892,102663.94136189274,102251.32370947576
2016-05-24,106277.79346910371,1722.9291502560473,106335.65845919884,-0.05441729607319479,100972.75965895096,103801.14567133425,103984.31754515776,103024.38038609173
2016-05-25,106781.93665076436,1946.5029196852538,106781.93665076436,0.0,100992.31106555086,104505.23440726496,104794.88521118312,103451.13132856294
2016-05-26,106671.37159491719,1946.5029196852538,106781.93665076436,-0.10354284564886296,101011.86625789956,104535.17032016188,104716.45494117518,103532.57185623833
2016-05-27,107328.68211900652,1045.2555051988456,107328.68211900652,0.0,101031.42523673,104984.62044235614,105317.82033030175,103792.18758529724
2016-05-31,106788.33577452983,565.9292408117162,107328.68211900652,-0.5034500879061876,101050.98800277546,104784.88073311969,105357.00017874152,103699.95435407027
2016-06-01,107070.37568571605,658.4412408117162,107328.68211900652,-0.24066859686590059,101070.55455676922,104999.61075906226,105579.28200876701,103911.49068148441
2016-06-02,107804.27688349284,939.9262408117162,107804.27688349284,0.0,101090.12489944471,105319.18356091696,106036.80760006406,104206.64410029059
2016-06-03,107695.11116795673,1318.451399852171,107804.27688349284,-0.10126288000066319,101109.6990315356,105004.58368035617,105670.78006971358,104245.79651491021
2016-06-06,108128.20343394412,1341.1013998521712,108128.20343394412,0.0,101129.27695377558,105538.91334046258,106389.8026260401,104507.87855556405
2016-06-07,108359.59350724352,1341.1013998521712,108359.59350724352,0.0,101148.85866689855,105703.67266268384,106782.01278702011,104643.39310208082
2016-06-08,109071.61902785434,1343.9013998521712,109071.61902785434,0.0,101168.44417163858,106048.26212075984,107082.67783830127,104863.10692451705
2016-06-09,108633.17801467075,1406.0613998521712,109071.61902785434,-0.4019753416070748,101188.0334687298,105903.44814833248,106808.12484452124,104807.34761968696
2016-06-10,107575.25256434573,1406.0613998521712,109071.61902785434,-1.371911847321594,101207.62655890654,104899.72301623793,105383.13576061875,104267.82321940768
2016-06-13,106848.25025979175,1406.0613998521712,109071.61902785434,-2.0384484872226882,101227.22344290325,104090.75572798292,104441.87842301898,103819.01175134687
2016-06-14,106277.944526626,1425.1013998521712,109071.61902785434,-2.561321199894262,101246.82412145454,103886.0162651434,104115.07778986052,103677.8979124988
2016-06-15,106799.08138173237,1478.5813998521712,109071.61902785434,-2.083527929975637,101266.42859529516,103741.22912502519,104128.12205642302,103680.41611183365
2016-06-16,107094.46175473346,1478.5813998521712,109071.61902785434,-1.8127147013522804,101286.03686515996,104050.81136377685,104245.81451018718,103892.02264998456
2016-06-17,107009.4440230669,1478.5813998521712,109071.61902785434,-1.8906614050175685,101305.64893178397,104297.56918486759,104713.1418389158,104010.12012648882
