Date,Ticker,Action,Price,Shares,Value,CashReserves,PricePnL,DivCaptured,TotalPnL,Reason
2016-03-14,HBAN,BUY,6.464572528839111,773,4997.114564792632,95002.88543520737,,0.0,,Div in 2 days
2016-03-14,MS,BUY,19.537124596595763,255,4981.966772131919,90020.91866307546,,0.0,,Div in 44 days
2016-03-14,DRI,BUY,50.89390347290039,98,4987.602540344238,85033.31612273122,,0.0,,Div in 24 days
2016-03-14,CFG,BUY,15.235658532142638,328,4997.295998542785,80036.02012418844,,0.0,,Div in 49 days
2016-03-14,PLD,BUY,31.833003350257872,157,4997.7815259904855,75038.23859819795,,0.0,,Div in 2 days
2016-03-14,MA,BUY,83.7690440711975,59,4942.373600200653,70095.8649979973,,0.0,,Div in 23 days
2016-03-14,NTAP,BUY,20.681621272087096,241,4984.2707265729905,65111.59427142431,,0.0,,Div in 23 days
2016-03-14,NUE,BUY,35.98292158699036,138,4965.643179004669,60145.95109241964,,0.0,,Div in 15 days
2016-03-14,MDLZ,BUY,33.633167890548705,148,4977.708847801208,55168.24224461843,,0.0,,Div in 15 days
2016-03-14,ITW,BUY,77.58635069274902,64,4965.526444335937,50202.71580028249,,0.0,,Div in 15 days
2016-03-14,GL,BUY,50.34417501068115,99,4984.073326057433,45218.64247422505,,0.0,,Div in 17 days
2016-03-14,DGX,BUY,57.230043439865106,87,4979.013779268264,40239.62869495679,,0.0,,Div in 21 days
2016-03-14,WTW,BUY,104.86532607650756,47,4928.6703255958555,35310.95836936093,,0.0,,Div in 15 days
2016-03-14,CVS,BUY,74.70502793884278,66,4930.531843963623,30380.426525397306,,0.0,,Div in 37 days
2016-03-14,ROP,BUY,165.4371847000122,30,4963.115541000367,25417.31098439694,,0.0,,Div in 23 days
2016-03-14,C,BUY,31.76333504962921,157,4986.843602791786,20430.467381605155,,0.0,,Div in 45 days
2016-03-14,TXN,BUY,42.26843047714233,118,4987.674796302795,15442.792585302359,,0.0,,Div in 45 days
2016-03-14,SYY,BUY,35.44687946891784,141,4998.010005117416,10444.782580184943,,0.0,,Div in 16 days
2016-03-14,CLX,BUY,94.36413694381713,52,4906.935121078491,5537.847459106452,,0.0,,Div in 35 days
2016-03-14,SYK,BUY,94.08421189498901,53,4986.463230434418,551.3842286720346,,0.0,,Div in 15 days
2016-03-16,HBAN,DIVIDEND,0.07,773,54.11000000000001,605.4942286720346,,54.11000000000001,54.11000000000001,Dividend Payment
2016-03-16,PLD,DIVIDEND,0.42,157,65.94,671.4342286720346,,65.94,65.94,Dividend Payment
2016-03-21,HBAN,SELL,6.471856294631959,773,5002.744915750504,5674.179144422539,5.6303509578714666,54.11000000000001,59.74035095787147,5 days post-div
2016-03-21,PLD,SELL,32.28642668342591,157,5068.968989297868,10743.148133720406,71.18746330738168,65.94,137.12746330738167,5 days post-div
2016-03-21,STZ,BUY,126.47279647064208,39,4932.439062355041,5810.709071365365,,0.0,,Div in 46 days
2016-03-21,MET,BUY,28.28226341342926,178,5034.242887590408,776.4661837749572,,0.0,,Div in 45 days
2016-03-29,NUE,DIVIDEND,0.375,138,51.75,828.2161837749572,,51.75,51.75,Dividend Payment
2016-03-29,MDLZ,DIVIDEND,0.17,148,25.16,853.3761837749572,,25.16,25.16,Dividend Payment
2016-03-29,ITW,DIVIDEND,0.55,64,35.2,888.5761837749573,,35.2,35.2,Dividend Payment
2016-03-29,WTW,DIVIDEND,0.48,47,22.56,911.1361837749572,,22.56,22.56,Dividend Payment
2016-03-29,SYK,DIVIDEND,0.38,53,20.14,931.2761837749572,,20.14,20.14,Dividend Payment
2016-03-30,SYY,DIVIDEND,0.31,141,43.71,974.9861837749572,,43.71,43.71,Dividend Payment
2016-03-31,GL,DIVIDEND,0.14,99,13.860000000000001,988.8461837749572,,13.860000000000001,13.860000000000001,Dividend Payment
2016-04-04,DGX,DIVIDEND,0.4,87,34.800000000000004,1023.6461837749572,,34.800000000000004,34.800000000000004,Dividend Payment
2016-04-04,SYK,SELL,98.04397869491578,53,5196.330870830537,6219.977054605494,209.86764039611873,20.14,230.00764039611875,5 days post-div
2016-04-04,MDLZ,SELL,32.930140005111696,148,4873.660720756531,11093.637775362025,-104.04812704467741,25.16,-78.88812704467742,5 days post-div
2016-04-04,WTW,SELL,102.587329662323,47,4821.604494129181,15915.242269491206,-107.06583146667417,22.56,-84.50583146667417,5 days post-div
2016-04-04,SYY,SELL,36.57556750869751,141,5157.155018726349,21072.397288217555,159.14501360893317,43.71,202.85501360893318,5 days post-div
2016-04-04,ITW,SELL,81.6118988571167,64,5223.161526855469,26295.558815073025,257.63508251953135,35.2,292.83508251953134,5 days post-div
2016-04-04,NUE,SELL,37.46488931846619,138,5170.154725948334,31465.71354102136,204.51154694366505,51.75,256.26154694366505,5 days post-div
2016-04-04,BA,BUY,114.41162363433837,44,5034.111439910888,26431.60210111047,,0.0,,Div in 37 days
2016-04-04,XOM,BUY,53.81898741531372,94,5058.98481703949,21372.61728407098,,0.0,,Div in 37 days
2016-04-04,MSFT,BUY,48.79662962150574,104,5074.849480636597,16297.767803434384,,0.0,,Div in 43 days
2016-04-04,CNP,BUY,15.19276466703415,334,5074.383398789406,11223.384404644978,,0.0,,Div in 38 days
2016-04-04,ADM,BUY,26.800653685569763,189,5065.323546572686,6158.060858072292,,0.0,,Div in 42 days
2016-04-04,MAR,BUY,60.45552851486206,84,5078.264395248413,1079.7964628238788,,0.0,,Div in 44 days
2016-04-05,GL,SELL,49.4086977519989,99,4891.4610774478915,5971.25754027177,-92.61224860954252,13.860000000000001,-78.75224860954252,5 days post-div
2016-04-05,COF,BUY,57.374509557724,87,4991.582331521988,979.6752087497825,,0.0,,Div in 37 days
2016-04-06,MA,DIVIDEND,0.19,59,11.21,990.8852087497826,,11.21,11.21,Dividend Payment
2016-04-06,NTAP,DIVIDEND,0.18,241,43.379999999999995,1034.2652087497827,,43.379999999999995,43.379999999999995,Dividend Payment
2016-04-06,ROP,DIVIDEND,0.3,30,9.0,1043.2652087497827,,9.0,9.0,Dividend Payment
2016-04-07,DRI,DIVIDEND,0.5,98,49.0,1092.2652087497827,,49.0,49.0,Dividend Payment
2016-04-11,DGX,SELL,59.79425707435608,87,5202.100365468979,6294.365574218762,223.0865862007149,34.800000000000004,257.8865862007149,5 days post-div
2016-04-11,ROP,SELL,166.66282746124267,30,4999.88482383728,11294.250398056043,36.76928283691382,9.0,45.76928283691382,5 days post-div
2016-04-11,MA,SELL,88.19454338836671,59,5203.478059913636,16497.72845796968,261.1044597129835,11.21,272.3144597129835,5 days post-div
2016-04-11,NTAP,SELL,20.41851183319092,241,4920.861351799012,21418.58980976869,-63.4093747739785,43.379999999999995,-20.029374773978503,5 days post-div
2016-04-11,LLY,BUY,62.64743126106262,80,5011.794500885009,16406.79530888368,,0.0,,Div in 30 days
2016-04-11,QCOM,BUY,38.61070729637146,130,5019.3919485282895,11387.40336035539,,0.0,,Div in 46 days
2016-04-11,NVDA,BUY,0.8787860934734344,5737,5041.595818257093,6345.807542098298,,0.0,,Div in 43 days
2016-04-11,L,BUY,36.53481024742126,138,5041.803814144134,1304.0037279541639,,0.0,,Div in 46 days
2016-04-12,DRI,SELL,49.80094232749939,98,4880.49234809494,6184.496076049104,-107.11019224929787,49.0,-58.11019224929787,5 days post-div
2016-04-12,ALL,BUY,53.96135440063476,94,5072.367313659667,1112.1287623894368,,0.0,,Div in 50 days
2016-04-18,CLX,DIVIDEND,0.77,52,40.04,1152.1687623894368,,40.04,40.04,Dividend Payment
2016-04-20,CVS,DIVIDEND,0.425,66,28.05,1180.2187623894367,,28.05,28.05,Dividend Payment
2016-04-25,CLX,SELL,93.10785698699952,52,4841.608563323975,6021.827325713412,-65.32655775451559,40.04,-25.28655775451559,5 days post-div
2016-04-25,CVS,SELL,75.62809111022949,66,4991.454013275146,11013.28133898856,60.92216931152322,28.05,88.97216931152322,5 days post-div
2016-04-25,IRM,BUY,20.60621852302551,254,5233.97950484848,5779.301834140079,,0.0,,Div in 38 days
2016-04-25,BLK,BUY,284.0482336578369,18,5112.868205841064,666.4336282990153,,0.0,,Div in 38 days
2016-04-27,MS,DIVIDEND,0.15,255,38.25,704.6836282990153,,38.25,38.25,Dividend Payment
2016-04-28,C,DIVIDEND,0.05,157,7.8500000000000005,712.5336282990153,,7.8500000000000005,7.8500000000000005,Dividend Payment
2016-04-28,TXN,DIVIDEND,0.38,118,44.84,757.3736282990153,,44.84,44.84,Dividend Payment
2016-05-02,CFG,DIVIDEND,0.12,328,39.36,796.7336282990153,,39.36,39.36,Dividend Payment
2016-05-02,MS,SELL,20.646943702697754,255,5264.970644187927,6061.7042724869425,283.0038720560077,38.25,321.2538720560077,5 days post-div
2016-05-02,HBAN,BUY,6.812611088991165,773,5266.148371790171,795.5559006967715,,0.0,,Div in 44 days
2016-05-03,C,SELL,33.92401613998413,157,5326.070533977509,6121.62643467428,339.22693118572306,7.8500000000000005,347.0769311857231,5 days post-div
2016-05-03,TXN,SELL,43.71072342681885,118,5157.865364364625,11279.491799038904,170.19056806182942,44.84,215.03056806182943,5 days post-div
2016-05-03,PLD,BUY,34.624508039474485,150,5193.676205921172,6085.815593117732,,0.0,,Div in 37 days
2016-05-03,ROST,BUY,51.97355221939087,100,5197.355221939087,888.4603711786449,,0.0,,Div in 31 days
2016-05-05,MET,DIVIDEND,0.356506,178,63.458068,951.9184391786449,,63.458068,63.458068,Dividend Payment
2016-05-06,STZ,DIVIDEND,0.4,39,15.600000000000001,967.5184391786449,,15.600000000000001,15.600000000000001,Dividend Payment
2016-05-09,CFG,SELL,15.134548347949982,328,4964.131858127595,5931.65029730624,-33.164140415191184,39.36,6.195859584808815,5 days post-div
2016-05-09,BF-B,BUY,32.66404419708252,159,5193.583027336121,738.067269970119,,0.0,,Div in 24 days
2016-05-10,MET,SELL,28.129196950912476,178,5006.997057262421,5745.06432723254,-27.245830327987377,63.458068,36.21223767201262,5 days post-div
2016-05-10,NUE,BUY,38.49859071922302,137,5274.306928533553,470.75739869898644,,0.0,,Div in 49 days
2016-05-11,BA,DIVIDEND,1.09,44,47.96,518.7173986989865,,47.96,47.96,Dividend Payment
2016-05-11,XOM,DIVIDEND,0.75,94,70.5,589.2173986989865,,70.5,70.5,Dividend Payment
2016-05-11,LLY,DIVIDEND,0.51,80,40.8,630.0173986989864,,40.8,40.8,Dividend Payment
2016-05-11,STZ,SELL,140.20883695220948,39,5468.144641136169,6098.162039835156,535.7055787811286,15.600000000000001,551.3055787811286,5 days post-div
2016-05-11,TXT,BUY,37.64775886917114,138,5195.3907239456175,902.7713158895385,,0.0,,Div in 28 days
2016-05-12,CNP,DIVIDEND,0.258,334,86.172,988.9433158895386,,86.172,86.172,Dividend Payment
2016-05-12,COF,DIVIDEND,0.4,87,34.800000000000004,1023.7433158895385,,34.800000000000004,34.800000000000004,Dividend Payment
2016-05-16,ADM,DIVIDEND,0.3,189,56.699999999999996,1080.4433158895386,,56.699999999999996,56.699999999999996,Dividend Payment
2016-05-16,LLY,SELL,66.70027575683594,80,5336.022060546875,6416.465376436414,324.22755966186514,40.8,365.02755966186515,5 days post-div
2016-05-16,XOM,SELL,58.396133701324466,94,5489.2365679244995,11905.701944360913,430.25175088501,70.5,500.75175088501,5 days post-div
2016-05-16,BA,SELL,122.34363614273072,44,5383.119990280152,17288.821934641066,349.0085503692633,47.96,396.96855036926326,5 days post-div
2016-05-16,MDLZ,BUY,35.60204734611511,149,5304.705054571151,11984.116880069916,,0.0,,Div in 43 days
2016-05-16,ITW,BUY,82.99050252914428,63,5228.401659336089,6755.715220733827,,0.0,,Div in 43 days
2016-05-16,GL,BUY,53.988715639114375,98,5290.894132633209,1464.821088100618,,0.0,,Div in 44 days
2016-05-17,MSFT,DIVIDEND,0.36,104,37.44,1502.261088100618,,37.44,37.44,Dividend Payment
2016-05-17,COF,SELL,57.89727208137513,87,5037.062671079636,6539.323759180254,45.48033955764844,34.800000000000004,80.28033955764845,5 days post-div
2016-05-17,CNP,SELL,16.119621704101565,334,5383.953649169923,11923.277408350175,309.5702503805169,86.172,395.7422503805169,5 days post-div
2016-05-17,MA,BUY,90.29459830856322,58,5237.086701896667,6686.190706453508,,0.0,,Div in 50 days
2016-05-17,DGX,BUY,62.7540710105896,83,5208.5878938789365,1477.6028125745715,,0.0,,Div in 45 days
2016-05-18,MAR,DIVIDEND,0.3,84,25.2,1502.8028125745716,,25.2,25.2,Dividend Payment
2016-05-23,MSFT,SELL,44.306574796676635,104,4607.88377885437,6110.686591428941,-466.9657017822266,37.44,-429.5257017822266,5 days post-div
2016-05-23,MAR,SELL,59.29440794181824,84,4980.730267112733,11091.416858541674,-97.53412813568065,25.2,-72.33412813568064,5 days post-div
2016-05-23,ADM,SELL,30.28402186203003,189,5723.680131923676,16815.09699046535,658.3565853509905,56.699999999999996,715.0565853509905,5 days post-div
2016-05-23,DRI,BUY,49.18487372589111,107,5262.781488670349,11552.315501795001,,0.0,,Div in 45 days
2016-05-23,DIS,BUY,91.46356323623657,57,5213.423104465484,6338.892397329517,,0.0,,Div in 45 days
2016-05-23,WTW,BUY,109.93454795837401,48,5276.858302001952,1062.0340953275645,,0.0,,Div in 36 days
2016-05-24,NVDA,DIVIDEND,0.002875,5737,16.493875,1078.5279703275644,,16.493875,16.493875,Dividend Payment
2016-05-27,QCOM,DIVIDEND,0.53,130,68.9,1147.4279703275645,,68.9,68.9,Dividend Payment
2016-05-27,L,DIVIDEND,0.063,138,8.694,1156.1219703275644,,8.694,8.694,Dividend Payment
2016-05-31,NVDA,SELL,1.1461079680919648,5737,6575.221412943602,7731.343383271167,1533.625594686509,16.493875,1550.1194696865089,5 days post-div
2016-05-31,NTAP,BUY,19.977255440711975,270,5393.858968992233,2337.4844142789343,,0.0,,Div in 44 days
2016-06-01,ALL,DIVIDEND,0.33,94,31.020000000000003,2368.5044142789343,,31.020000000000003,31.020000000000003,Dividend Payment
2016-06-01,QCOM,SELL,41.83635590362549,130,5438.726267471314,7807.230681750249,419.33431894302385,68.9,488.2343189430238,5 days post-div
2016-06-01,L,SELL,38.67848509788514,138,5337.630943508148,13144.861625258396,295.82712936401464,8.694,304.52112936401466,5 days post-div
2016-06-01,PFG,BUY,30.49242479610443,177,5397.159188910484,7747.702436347912,,0.0,,Div in 1 days
2016-06-01,CVS,BUY,71.71621433258056,75,5378.7160749435425,2368.9863614043697,,0.0,,Div in 48 days
2016-06-02,IRM,DIVIDEND,0.485,254,123.19,2492.17636140437,,123.19,123.19,Dividend Payment
2016-06-02,BLK,DIVIDEND,2.29,18,41.22,2533.3963614043696,,41.22,41.22,Dividend Payment
2016-06-02,BF-B,DIVIDEND,0.136,159,21.624000000000002,2555.0203614043694,,21.624000000000002,21.624000000000002,Dividend Payment
2016-06-02,PFG,DIVIDEND,0.39,177,69.03,2624.0503614043696,,69.03,69.03,Dividend Payment
2016-06-03,ROST,DIVIDEND,0.135,100,13.5,2637.5503614043696,,13.5,13.5,Dividend Payment
2016-06-06,ALL,SELL,54.50270709037781,94,5123.254466495514,7760.804827899883,50.887152835846706,31.020000000000003,81.90715283584672,5 days post-div
2016-06-06,ROP,BUY,164.09128198242186,33,5415.012305419921,2345.792522479962,,0.0,,Div in 30 days
2016-06-07,BLK,SELL,281.94577909851074,18,5075.024023773193,7420.816546253155,-37.844182067870406,41.22,3.3758179321295927,5 days post-div
2016-06-07,BF-B,SELL,32.511937955856325,159,5169.398134981156,12590.21468123431,-24.18489235496463,21.624000000000002,-2.560892354964629,5 days post-div
2016-06-07,PFG,SELL,30.260348249435427,177,5356.081640150071,17946.296321384383,-41.07754876041348,69.03,27.952451239586523,5 days post-div
2016-06-07,IRM,SELL,21.566876496315004,254,5477.986630064011,23424.282951448393,244.00712521553118,123.19,367.1971252155312,5 days post-div
2016-06-07,MS,BUY,20.106565821647642,271,5448.879337666511,17975.403613781884,,0.0,,Div in 50 days
2016-06-07,ICE,BUY,46.90705539321899,116,5441.218425613402,12534.185188168482,,0.0,,Div in 7 days
2016-06-07,SYY,BUY,37.92892813110351,144,5461.765650878906,7072.419537289576,,0.0,,Div in 22 days
2016-06-07,CLX,BUY,97.52071322250366,56,5461.159940460205,1611.2595968293708,,0.0,,Div in 48 days
2016-06-08,TXT,DIVIDEND,0.02,138,2.7600000000000002,1614.0195968293708,,2.7600000000000002,2.7600000000000002,Dividend Payment
2016-06-08,ROST,SELL,48.555059843063354,100,4855.505984306335,6469.5255811357065,-341.8492376327514,13.5,-328.3492376327514,5 days post-div
2016-06-08,C,BUY,33.9505071144104,161,5466.031645420075,1003.4939357156318,,0.0,,Div in 50 days
2016-06-09,PLD,DIVIDEND,0.42,150,63.0,1066.4939357156318,,63.0,63.0,Dividend Payment
2016-06-13,TXT,SELL,37.48099835586548,138,5172.377773109436,6238.871708825068,-23.012950836181233,2.7600000000000002,-20.25295083618123,5 days post-div
2016-06-13,CFG,BUY,15.309158703804016,350,5358.2055463314055,880.6661624936623,,0.0,,Div in 49 days
2016-06-14,ICE,DIVIDEND,0.17,116,19.720000000000002,900.3861624936624,,19.720000000000002,19.720000000000002,Dividend Payment
2016-06-14,PLD,SELL,37.71436016273499,150,5657.154024410249,6557.5401869039115,463.47781848907596,63.0,526.477818489076,5 days post-div
2016-06-14,FE,BUY,22.49678697681427,236,5309.241726528167,1248.298460375744,,0.0,,Div in 50 days
2016-06-15,HBAN,DIVIDEND,0.07,773,54.11000000000001,1302.408460375744,,54.11000000000001,54.11000000000001,Dividend Payment
2016-06-20,HBAN,SELL,6.244126931667328,773,4826.710118178845,6129.118578554589,-439.4382536113262,54.11000000000001,-385.3282536113262,5 days post-div
2016-06-20,ICE,SELL,44.693775051116944,116,5184.477905929565,11313.596484484155,-256.7405196838373,19.720000000000002,-237.0205196838373,5 days post-div
2016-06-20,STZ,BUY,132.93285777282713,40,5317.314310913085,5996.2821735710695,,0.0,,Div in 49 days
2016-06-20,COF,BUY,54.124082971572875,99,5358.2842141857145,637.997959385355,,0.0,,Div in 45 days
2016-06-28,NUE,DIVIDEND,0.375,137,51.375,689.372959385355,,51.375,51.375,Dividend Payment
2016-06-28,MDLZ,DIVIDEND,0.17,149,25.330000000000002,714.702959385355,,25.330000000000002,25.330000000000002,Dividend Payment
2016-06-28,ITW,DIVIDEND,0.55,63,34.650000000000006,749.352959385355,,34.650000000000006,34.650000000000006,Dividend Payment
2016-06-28,WTW,DIVIDEND,0.48,48,23.04,772.392959385355,,23.04,23.04,Dividend Payment
2016-06-29,GL,DIVIDEND,0.14,98,13.72,786.112959385355,,13.72,13.72,Dividend Payment
2016-06-29,SYY,DIVIDEND,0.31,144,44.64,830.752959385355,,44.64,44.64,Dividend Payment
2016-07-01,DGX,DIVIDEND,0.4,83,33.2,863.952959385355,,33.2,33.2,Dividend Payment
2016-07-05,GL,SELL,55.791735105514526,98,5467.590040340424,6331.542999725779,176.69590770721481,13.72,190.4159077072148,5 days post-div
2016-07-05,MDLZ,SELL,36.01800798797608,149,5366.683190208435,11698.226189934214,61.9781356372845,25.330000000000002,87.30813563728451,5 days post-div
2016-07-05,WTW,SELL,108.1286021347046,48,5190.172902465821,16888.399092400035,-86.68539953613208,23.04,-63.64539953613208,5 days post-div
2016-07-05,SYY,SELL,40.10361446189881,144,5774.920482513428,22663.319574913465,313.1548316345227,44.64,357.79483163452267,5 days post-div
2016-07-05,ITW,SELL,83.06041587448121,63,5232.806200092316,27896.12577500578,4.4045407562264955,34.650000000000006,39.0545407562265,5 days post-div
2016-07-05,NUE,SELL,39.61558497810364,137,5427.335142000199,33323.46091700598,153.02821346664544,51.375,204.40321346664544,5 days post-div
2016-07-05,BA,BUY,115.9200373764038,45,5216.40168193817,28107.059235067805,,0.0,,Div in 36 days
2016-07-05,LNT,BUY,30.09047908115387,176,5295.924318283081,22811.134916784722,,0.0,,Div in 22 days
2016-07-05,XOM,BUY,60.706065708160395,87,5281.427716609955,17529.707200174766,,0.0,,Div in 36 days
2016-07-05,MSFT,BUY,45.36150990486145,116,5261.935148963928,12267.772051210837,,0.0,,Div in 42 days
2016-07-05,CNP,BUY,17.639300777435302,300,5291.79023323059,6975.981817980247,,0.0,,Div in 38 days
2016-07-05,ADM,BUY,31.446241996765135,168,5282.968655456542,1693.0131625237045,,0.0,,Div in 41 days
2016-07-06,MA,DIVIDEND,0.19,58,11.02,1704.0331625237045,,11.02,11.02,Dividend Payment
2016-07-06,ROP,DIVIDEND,0.3,33,9.9,1713.9331625237046,,9.9,9.9,Dividend Payment
2016-07-06,DGX,SELL,67.15302168273926,83,5573.700799667359,7287.633962191064,365.1129057884223,33.2,398.3129057884223,5 days post-div
2016-07-06,LLY,BUY,68.24237897872925,77,5254.6631813621525,2032.9707808289113,,0.0,,Div in 36 days
2016-07-07,DRI,DIVIDEND,0.56,107,59.92000000000001,2092.8907808289114,,59.92000000000001,59.92000000000001,Dividend Payment
2016-07-07,DIS,DIVIDEND,0.71,57,40.47,2133.360780828911,,40.47,40.47,Dividend Payment
2016-07-11,ROP,SELL,161.22673461151123,33,5320.482242179871,7453.8430230087815,-94.53006324005074,9.9,-84.63006324005073,5 days post-div
2016-07-11,MA,SELL,83.92164123535157,58,4867.4551916503915,12321.298214659173,-369.63151024627575,11.02,-358.61151024627577,5 days post-div
2016-07-11,ALL,BUY,56.429044996261595,96,5417.188319641113,6904.10989501806,,0.0,,Div in 49 days
2016-07-11,BF-B,BUY,32.952304710388184,164,5404.177972503662,1499.9319225143981,,0.0,,Div in 50 days
2016-07-12,DRI,SELL,47.9038162612915,107,5125.708339958191,6625.640262472589,-137.0731487121578,59.92000000000001,-77.15314871215779,5 days post-div
2016-07-12,DIS,SELL,92.9824238243103,57,5299.998157985688,11925.638420458276,86.57505352020293,40.47,127.04505352020293,5 days post-div
2016-07-12,BLK,BUY,280.8994737854004,19,5337.090001922607,6588.548418535668,,0.0,,Div in 50 days
