Date,Ticker,Action,Price,Shares,Value,CashReserves,PricePnL,DivCaptured,TotalPnL,Reason
2016-03-14,HBAN,BUY,6.464572528839111,773,4997.114564792632,95002.88543520737,,0.0,,Div in 2 days
2016-03-14,DRI,BUY,50.89390347290039,98,4987.602540344238,90015.28289486314,,0.0,,Div in 24 days
2016-03-14,PLD,BUY,31.833003350257872,157,4997.7815259904855,85017.50136887265,,0.0,,Div in 2 days
2016-03-14,MA,BUY,83.7690440711975,59,4942.373600200653,80075.127768672,,0.0,,Div in 23 days
2016-03-14,NTAP,BUY,20.681621272087096,241,4984.2707265729905,75090.85704209901,,0.0,,Div in 23 days
2016-03-14,NUE,BUY,35.98292158699036,138,4965.643179004669,70125.21386309435,,0.0,,Div in 15 days
2016-03-14,MDLZ,BUY,33.633167890548705,148,4977.708847801208,65147.50501529314,,0.0,,Div in 15 days
2016-03-14,ITW,BUY,77.58635069274902,64,4965.526444335937,60181.9785709572,,0.0,,Div in 15 days
2016-03-14,GL,BUY,50.34417501068115,99,4984.073326057433,55197.90524489977,,0.0,,Div in 17 days
2016-03-14,DGX,BUY,57.230043439865106,87,4979.013779268264,50218.8914656315,,0.0,,Div in 21 days
2016-03-14,WTW,BUY,104.86532607650756,47,4928.6703255958555,45290.22114003565,,0.0,,Div in 15 days
2016-03-14,ROP,BUY,165.4371847000122,30,4963.115541000367,40327.105599035276,,0.0,,Div in 23 days
2016-03-14,SYY,BUY,35.44687946891784,141,4998.010005117416,35329.09559391786,,0.0,,Div in 16 days
2016-03-14,SYK,BUY,94.08421189498901,53,4986.463230434418,30342.63236348344,,0.0,,Div in 15 days
2016-03-14,CMCSA,BUY,21.75997046470642,229,4983.03323641777,25359.59912706567,,0.0,,Div in 21 days
2016-03-14,EOG,BUY,54.773772125244136,91,4984.413263397217,20375.185863668456,,0.0,,Div in 30 days
2016-03-14,DE,BUY,69.33515684509277,72,4992.13129284668,15383.054570821776,,0.0,,Div in 15 days
2016-03-14,MKC,BUY,39.141455783843995,127,4970.964884548187,10412.08968627359,,0.0,,Div in 24 days
2016-03-14,ABBV,BUY,37.85791638565063,132,4997.244962905884,5414.844723367706,,0.0,,Div in 30 days
2016-03-14,A,BUY,36.04531543922424,138,4974.253530612945,440.5911927547613,,0.0,,Div in 18 days
2016-03-16,HBAN,DIVIDEND,0.07,773,54.11000000000001,494.70119275476134,,54.11000000000001,54.11000000000001,Dividend Payment
2016-03-16,PLD,DIVIDEND,0.42,157,65.94,560.6411927547613,,65.94,65.94,Dividend Payment
2016-03-29,NUE,DIVIDEND,0.375,138,51.75,612.3911927547613,,51.75,51.75,Dividend Payment
2016-03-29,MDLZ,DIVIDEND,0.17,148,25.16,637.5511927547612,,25.16,25.16,Dividend Payment
2016-03-29,ITW,DIVIDEND,0.55,64,35.2,672.7511927547613,,35.2,35.2,Dividend Payment
2016-03-29,WTW,DIVIDEND,0.48,47,22.56,695.3111927547612,,22.56,22.56,Dividend Payment
2016-03-29,SYK,DIVIDEND,0.38,53,20.14,715.4511927547612,,20.14,20.14,Dividend Payment
2016-03-29,DE,DIVIDEND,0.6,72,43.199999999999996,758.6511927547613,,43.199999999999996,43.199999999999996,Dividend Payment
2016-03-30,SYY,DIVIDEND,0.31,141,43.71,802.3611927547613,,43.71,43.71,Dividend Payment
2016-03-31,GL,DIVIDEND,0.14,99,13.860000000000001,816.2211927547613,,13.860000000000001,13.860000000000001,Dividend Payment
2016-04-01,A,DIVIDEND,0.115,138,15.870000000000001,832.0911927547613,,15.870000000000001,15.870000000000001,Dividend Payment
2016-04-04,DGX,DIVIDEND,0.4,87,34.800000000000004,866.8911927547613,,34.800000000000004,34.800000000000004,Dividend Payment
2016-04-04,CMCSA,DIVIDEND,0.128866,229,29.510314,896.4015067547613,,29.510314,29.510314,Dividend Payment
2016-04-06,MA,DIVIDEND,0.19,59,11.21,907.6115067547613,,11.21,11.21,Dividend Payment
2016-04-06,NTAP,DIVIDEND,0.18,241,43.379999999999995,950.9915067547613,,43.379999999999995,43.379999999999995,Dividend Payment
2016-04-06,ROP,DIVIDEND,0.3,30,9.0,959.9915067547613,,9.0,9.0,Dividend Payment
2016-04-07,DRI,DIVIDEND,0.5,98,49.0,1008.9915067547613,,49.0,49.0,Dividend Payment
2016-04-07,MKC,DIVIDEND,0.215,127,27.305,1036.2965067547614,,27.305,27.305,Dividend Payment
2016-04-11,HBAN,SELL,6.264811316967011,773,4842.699148015499,5878.99565477026,-154.41541677713326,54.11000000000001,-100.30541677713325,25 days post-div
2016-04-11,PLD,SELL,33.31693991661072,157,5230.759566907883,11109.755221678144,232.9780409173973,65.94,298.9180409173973,25 days post-div
2016-04-11,BA,BUY,115.83339281845092,43,4980.835891193389,6128.919330484755,,0.0,,Div in 30 days
2016-04-11,MS,BUY,18.179854122161863,279,5072.17930008316,1056.7400304015946,,0.0,,Div in 16 days
2016-04-13,EOG,DIVIDEND,0.168,91,15.288,1072.0280304015946,,15.288,15.288,Dividend Payment
2016-04-13,ABBV,DIVIDEND,0.57,132,75.24,1147.2680304015946,,75.24,75.24,Dividend Payment
2016-04-25,GL,SELL,52.57971505737305,99,5205.3917906799325,6352.659821081527,221.3184646224983,13.860000000000001,235.17846462249832,25 days post-div
2016-04-25,SYK,SELL,98.18746923065186,53,5203.935869224549,11556.595690306076,217.47263879013084,20.14,237.61263879013086,25 days post-div
2016-04-25,DE,SELL,70.26564611053468,72,5059.126519958497,16615.722210264572,66.99522711181726,43.199999999999996,110.19522711181725,25 days post-div
2016-04-25,MDLZ,SELL,33.76098505592346,148,4996.625788276672,21612.347998541245,18.916940475464145,25.16,44.07694047546414,25 days post-div
2016-04-25,WTW,SELL,107.51397277450562,47,5053.156720401764,26665.504718943008,124.48639480590884,22.56,147.04639480590885,25 days post-div
2016-04-25,SYY,SELL,36.03850554656982,141,5081.429282066345,31746.93400100935,83.41927694892927,43.71,127.12927694892926,25 days post-div
2016-04-25,ITW,SELL,83.05062462997437,64,5315.239976318359,37062.17397732771,349.71353198242196,35.2,384.91353198242194,25 days post-div
2016-04-25,NUE,SELL,39.42322591400147,138,5440.4051761322025,42502.57915345991,474.76199712753356,51.75,526.5119971275335,25 days post-div
2016-04-25,XOM,BUY,56.517719987869256,92,5199.630238883971,37302.94891457594,,0.0,,Div in 16 days
2016-04-25,CFG,BUY,16.1253796749115,324,5224.623014671326,32078.325899904616,,0.0,,Div in 7 days
2016-04-25,MSFT,BUY,45.87394250679016,114,5229.629445774078,26848.69645413054,,0.0,,Div in 22 days
2016-04-25,CNP,BUY,15.265250576019286,343,5235.980947574615,21612.715506555924,,0.0,,Div in 17 days
2016-04-25,STZ,BUY,134.75542387390135,38,5120.7061072082515,16492.009399347673,,0.0,,Div in 11 days
2016-04-25,ADM,BUY,29.195164704322814,179,5225.934482073783,11266.07491727389,,0.0,,Div in 21 days
2016-04-25,MAR,BUY,61.02036691474914,85,5186.731187753677,6079.343729520214,,0.0,,Div in 23 days
2016-04-25,COF,BUY,62.782916908264156,83,5210.982103385925,868.3616261342886,,0.0,,Div in 17 days
2016-04-26,A,SELL,38.2421837348938,138,5277.421355415345,6145.782981549633,303.1678248023993,15.870000000000001,319.0378248023993,25 days post-div
2016-04-26,LLY,BUY,64.61280325698853,81,5233.637063816071,912.1459177335628,,0.0,,Div in 15 days
2016-04-27,MS,DIVIDEND,0.15,279,41.85,953.9959177335628,,41.85,41.85,Dividend Payment
2016-04-29,DGX,SELL,61.86834234619141,87,5382.545784118653,6336.541701852216,403.53200485038855,34.800000000000004,438.33200485038856,25 days post-div
2016-04-29,CMCSA,SELL,22.399303854942325,229,5129.440582781793,11465.982284634008,146.40734636402215,29.510314,175.91766036402214,25 days post-div
2016-04-29,QCOM,BUY,38.24732837104797,136,5201.636658462524,6264.345626171485,,0.0,,Div in 28 days
2016-04-29,NVDA,BUY,0.8702135820686817,6003,5223.892133158296,1040.4534930131886,,0.0,,Div in 25 days
2016-05-02,CFG,DIVIDEND,0.12,324,38.879999999999995,1079.3334930131887,,38.879999999999995,38.879999999999995,Dividend Payment
2016-05-02,ROP,SELL,167.4363510284424,30,5023.090530853272,6102.424023866461,59.974989852905765,9.0,68.97498985290576,25 days post-div
