Date,Ticker,Action,Price,Shares,Value,CashReserves,PricePnL,DivCaptured,TotalPnL,Reason
2016-03-14,HBAN,BUY,6.461341857910156,773,4994.617256164551,95005.38274383545,,0.0,,Div in 2 days
2016-03-14,MS,BUY,19.527360916137695,256,4999.00439453125,90006.3783493042,,0.0,,Div in 44 days
2016-03-14,DRI,BUY,50.86846923828125,98,4985.1099853515625,85021.26836395264,,0.0,,Div in 24 days
2016-03-14,LNT,BUY,25.821044921875,193,4983.461669921875,80037.80669403076,,0.0,,Div in 44 days
2016-03-14,CFG,BUY,15.228044509887695,328,4994.798599243164,75043.0080947876,,0.0,,Div in 49 days
2016-03-14,PLD,BUY,31.817094802856445,157,4995.283884048462,70047.72421073914,,0.0,,Div in 2 days
2016-03-14,MA,BUY,83.72718048095703,59,4939.903648376465,65107.82056236267,,0.0,,Div in 23 days
2016-03-14,ARE,BUY,60.35295104980469,82,4948.941986083984,60158.87857627869,,0.0,,Div in 15 days
2016-03-14,NTAP,BUY,20.67128562927246,241,4981.779836654663,55177.09873962402,,0.0,,Div in 23 days
2016-03-14,NUE,BUY,35.96493911743164,139,4999.126537322998,50177.972202301025,,0.0,,Div in 15 days
2016-03-14,MDLZ,BUY,33.61635971069336,148,4975.221237182617,45202.75096511841,,0.0,,Div in 15 days
2016-03-14,ITW,BUY,77.54757690429688,64,4963.044921875,40239.70604324341,,0.0,,Div in 15 days
2016-03-14,GL,BUY,50.31901550292969,99,4981.582534790039,35258.12350845337,,0.0,,Div in 17 days
2016-03-14,DGX,BUY,57.20144271850586,87,4976.52551651001,30281.59799194336,,0.0,,Div in 21 days
2016-03-14,WTW,BUY,104.81291961669922,47,4926.207221984863,25355.390769958496,,0.0,,Div in 15 days
2016-03-14,CVS,BUY,74.66769409179688,66,4928.067810058594,20427.322959899902,,0.0,,Div in 37 days
2016-03-14,ROP,BUY,165.35450744628906,30,4960.635223388672,15466.68773651123,,0.0,,Div in 23 days
2016-03-14,C,BUY,31.747461318969727,157,4984.351427078247,10482.336309432983,,0.0,,Div in 45 days
2016-03-14,TXN,BUY,42.24730682373047,118,4985.182205200195,5497.154104232788,,0.0,,Div in 45 days
2016-03-14,SYY,BUY,35.42916488647461,141,4995.51224899292,501.64185523986816,,0.0,,Div in 16 days
2016-03-16,HBAN,DIVIDEND,0.07,773,54.11000000000001,555.7518552398682,,54.11000000000001,54.11000000000001,Dividend Payment
2016-03-16,PLD,DIVIDEND,0.42,157,65.94,621.6918552398681,,65.94,65.94,Dividend Payment
2016-03-29,ARE,DIVIDEND,0.8,82,65.60000000000001,687.2918552398681,,65.60000000000001,65.60000000000001,Dividend Payment
2016-03-29,NUE,DIVIDEND,0.375,139,52.125,739.4168552398681,,52.125,52.125,Dividend Payment
2016-03-29,MDLZ,DIVIDEND,0.17,148,25.16,764.5768552398681,,25.16,25.16,Dividend Payment
2016-03-29,ITW,DIVIDEND,0.55,64,35.2,799.7768552398682,,35.2,35.2,Dividend Payment
2016-03-29,WTW,DIVIDEND,0.48,47,22.56,822.3368552398681,,22.56,22.56,Dividend Payment
2016-03-30,SYY,DIVIDEND,0.31,141,43.71,866.0468552398681,,43.71,43.71,Dividend Payment
2016-03-31,GL,DIVIDEND,0.14,99,13.860000000000001,879.9068552398682,,13.860000000000001,13.860000000000001,Dividend Payment
2016-04-04,DGX,DIVIDEND,0.4,87,34.800000000000004,914.7068552398681,,34.800000000000004,34.800000000000004,Dividend Payment
2016-04-06,MA,DIVIDEND,0.19,59,11.21,925.9168552398681,,11.21,11.21,Dividend Payment
2016-04-06,NTAP,DIVIDEND,0.18,241,43.379999999999995,969.2968552398681,,43.379999999999995,43.379999999999995,Dividend Payment
2016-04-06,ROP,DIVIDEND,0.3,30,9.0,978.2968552398681,,9.0,9.0,Dividend Payment
2016-04-07,DRI,DIVIDEND,0.5,98,49.0,1027.2968552398681,,49.0,49.0,Dividend Payment
2016-04-20,CVS,DIVIDEND,0.425,66,28.05,1055.346855239868,,28.05,28.05,Dividend Payment
2016-04-27,MS,DIVIDEND,0.15,256,38.4,1093.7468552398682,,38.4,38.4,Dividend Payment
2016-04-27,LNT,DIVIDEND,0.294,193,56.742,1150.4888552398681,,56.742,56.742,Dividend Payment
2016-04-28,C,DIVIDEND,0.05,157,7.8500000000000005,1158.338855239868,,7.8500000000000005,7.8500000000000005,Dividend Payment
2016-04-28,TXN,DIVIDEND,0.38,118,44.84,1203.178855239868,,44.84,44.84,Dividend Payment
2016-05-02,CFG,DIVIDEND,0.12,328,39.36,1242.5388552398679,,39.36,39.36,Dividend Payment
2016-06-09,PLD,DIVIDEND,0.42,157,65.94,1308.478855239868,,65.94,65.94,Dividend Payment
2016-06-15,HBAN,DIVIDEND,0.07,773,54.11000000000001,1362.5888552398678,,54.11000000000001,54.11000000000001,Dividend Payment
2016-06-28,ARE,DIVIDEND,0.8,82,65.60000000000001,1428.1888552398677,,65.60000000000001,65.60000000000001,Dividend Payment
2016-06-28,NUE,DIVIDEND,0.375,139,52.125,1480.3138552398677,,52.125,52.125,Dividend Payment
2016-06-28,MDLZ,DIVIDEND,0.17,148,25.16,1505.4738552398678,,25.16,25.16,Dividend Payment
2016-06-28,ITW,DIVIDEND,0.55,64,35.2,1540.6738552398679,,35.2,35.2,Dividend Payment
2016-06-28,WTW,DIVIDEND,0.48,47,22.56,1563.2338552398678,,22.56,22.56,Dividend Payment
2016-06-29,GL,DIVIDEND,0.14,99,13.860000000000001,1577.0938552398677,,13.860000000000001,13.860000000000001,Dividend Payment
2016-06-29,SYY,DIVIDEND,0.31,141,43.71,1620.8038552398677,,43.71,43.71,Dividend Payment
2016-07-01,DGX,DIVIDEND,0.4,87,34.800000000000004,1655.6038552398677,,34.800000000000004,34.800000000000004,Dividend Payment
2016-07-06,MA,DIVIDEND,0.19,59,11.21,1666.8138552398677,,11.21,11.21,Dividend Payment
2016-07-06,ROP,DIVIDEND,0.3,30,9.0,1675.8138552398677,,9.0,9.0,Dividend Payment
2016-07-07,DRI,DIVIDEND,0.56,98,54.88,1730.6938552398678,,54.88,54.88,Dividend Payment
2016-07-14,NTAP,DIVIDEND,0.19,241,45.79,1776.4838552398678,,45.79,45.79,Dividend Payment
2016-07-19,CVS,DIVIDEND,0.425,66,28.05,1804.5338552398678,,28.05,28.05,Dividend Payment
2016-07-27,MS,DIVIDEND,0.2,256,51.2,1855.7338552398678,,51.2,51.2,Dividend Payment
2016-07-27,LNT,DIVIDEND,0.294,193,56.742,1912.4758552398678,,56.742,56.742,Dividend Payment
2016-07-28,C,DIVIDEND,0.16,157,25.12,1937.5958552398677,,25.12,25.12,Dividend Payment
2016-07-28,TXN,DIVIDEND,0.38,118,44.84,1982.4358552398676,,44.84,44.84,Dividend Payment
2016-08-01,CFG,DIVIDEND,0.12,328,39.36,2021.7958552398675,,39.36,39.36,Dividend Payment
2016-09-15,HBAN,DIVIDEND,0.07,773,54.11000000000001,2075.9058552398674,,54.11000000000001,54.11000000000001,Dividend Payment
2016-09-15,PLD,DIVIDEND,0.42,157,65.94,2141.8458552398674,,65.94,65.94,Dividend Payment
2016-09-28,ARE,DIVIDEND,0.8,82,65.60000000000001,2207.4458552398673,,65.60000000000001,65.60000000000001,Dividend Payment
2016-09-28,NUE,DIVIDEND,0.375,139,52.125,2259.5708552398673,,52.125,52.125,Dividend Payment
2016-09-28,MDLZ,DIVIDEND,0.19,148,28.12,2287.6908552398672,,28.12,28.12,Dividend Payment
2016-09-28,ITW,DIVIDEND,0.65,64,41.6,2329.290855239867,,41.6,41.6,Dividend Payment
2016-09-28,WTW,DIVIDEND,0.48,47,22.56,2351.850855239867,,22.56,22.56,Dividend Payment
2016-09-30,DGX,DIVIDEND,0.4,87,34.800000000000004,2386.6508552398673,,34.800000000000004,34.800000000000004,Dividend Payment
2016-10-05,DRI,DIVIDEND,0.56,98,54.88,2441.5308552398674,,54.88,54.88,Dividend Payment
2016-10-05,MA,DIVIDEND,0.19,59,11.21,2452.7408552398674,,11.21,11.21,Dividend Payment
2016-10-05,NTAP,DIVIDEND,0.19,241,45.79,2498.5308552398674,,45.79,45.79,Dividend Payment
2016-10-05,GL,DIVIDEND,0.14,99,13.860000000000001,2512.3908552398675,,13.860000000000001,13.860000000000001,Dividend Payment
2016-10-05,ROP,DIVIDEND,0.3,30,9.0,2521.3908552398675,,9.0,9.0,Dividend Payment
2016-10-05,SYY,DIVIDEND,0.31,141,43.71,2565.1008552398675,,43.71,43.71,Dividend Payment
2016-10-20,CVS,DIVIDEND,0.425,66,28.05,2593.1508552398677,,28.05,28.05,Dividend Payment
2016-10-27,MS,DIVIDEND,0.2,256,51.2,2644.3508552398675,,51.2,51.2,Dividend Payment
2016-10-27,LNT,DIVIDEND,0.294,193,56.742,2701.0928552398677,,56.742,56.742,Dividend Payment
2016-10-31,CFG,DIVIDEND,0.12,328,39.36,2740.452855239868,,39.36,39.36,Dividend Payment
2016-11-03,C,DIVIDEND,0.16,157,25.12,2765.5728552398677,,25.12,25.12,Dividend Payment
2016-11-03,TXN,DIVIDEND,0.5,118,59.0,2824.5728552398677,,59.0,59.0,Dividend Payment
2016-12-15,PLD,DIVIDEND,0.42,157,65.94,2890.512855239868,,65.94,65.94,Dividend Payment
2016-12-16,HBAN,DIVIDEND,0.08,773,61.84,2952.352855239868,,61.84,61.84,Dividend Payment
2016-12-28,ARE,DIVIDEND,0.83,82,68.06,3020.412855239868,,68.06,68.06,Dividend Payment
2016-12-28,NUE,DIVIDEND,0.378,139,52.542,3072.954855239868,,52.542,52.542,Dividend Payment
2016-12-28,MDLZ,DIVIDEND,0.19,148,28.12,3101.0748552398677,,28.12,28.12,Dividend Payment
2016-12-28,ITW,DIVIDEND,0.65,64,41.6,3142.6748552398676,,41.6,41.6,Dividend Payment
2016-12-28,WTW,DIVIDEND,0.48,47,22.56,3165.2348552398676,,22.56,22.56,Dividend Payment
2017-01-04,NTAP,DIVIDEND,0.19,241,45.79,3211.0248552398675,,45.79,45.79,Dividend Payment
2017-01-04,GL,DIVIDEND,0.14,99,13.860000000000001,3224.8848552398676,,13.860000000000001,13.860000000000001,Dividend Payment
2017-01-04,SYY,DIVIDEND,0.33,141,46.53,3271.414855239868,,46.53,46.53,Dividend Payment
2017-01-05,MA,DIVIDEND,0.22,59,12.98,3284.394855239868,,12.98,12.98,Dividend Payment
2017-01-05,ROP,DIVIDEND,0.35,30,10.5,3294.894855239868,,10.5,10.5,Dividend Payment
2017-01-06,DRI,DIVIDEND,0.56,98,54.88,3349.774855239868,,54.88,54.88,Dividend Payment
2017-01-06,DGX,DIVIDEND,0.45,87,39.15,3388.924855239868,,39.15,39.15,Dividend Payment
2017-01-20,CVS,DIVIDEND,0.5,66,33.0,3421.924855239868,,33.0,33.0,Dividend Payment
2017-01-27,MS,DIVIDEND,0.2,256,51.2,3473.124855239868,,51.2,51.2,Dividend Payment
2017-01-27,LNT,DIVIDEND,0.315,193,60.795,3533.919855239868,,60.795,60.795,Dividend Payment
2017-01-27,TXN,DIVIDEND,0.5,118,59.0,3592.919855239868,,59.0,59.0,Dividend Payment
2017-01-31,CFG,DIVIDEND,0.14,328,45.92,3638.839855239868,,45.92,45.92,Dividend Payment
2017-02-02,C,DIVIDEND,0.16,157,25.12,3663.959855239868,,25.12,25.12,Dividend Payment
2017-03-13,PLD,DIVIDEND,0.44,157,69.08,3733.039855239868,,69.08,69.08,Dividend Payment
2017-03-16,HBAN,DIVIDEND,0.08,773,61.84,3794.879855239868,,61.84,61.84,Dividend Payment
2017-03-29,ARE,DIVIDEND,0.83,82,68.06,3862.939855239868,,68.06,68.06,Dividend Payment
2017-03-29,NUE,DIVIDEND,0.378,139,52.542,3915.481855239868,,52.542,52.542,Dividend Payment
2017-03-29,MDLZ,DIVIDEND,0.19,148,28.12,3943.6018552398677,,28.12,28.12,Dividend Payment
2017-03-29,ITW,DIVIDEND,0.65,64,41.6,3985.2018552398677,,41.6,41.6,Dividend Payment
2017-03-29,WTW,DIVIDEND,0.53,47,24.91,4010.1118552398675,,24.91,24.91,Dividend Payment
2017-03-30,GL,DIVIDEND,0.15,99,14.85,4024.9618552398674,,14.85,14.85,Dividend Payment
2017-04-03,DGX,DIVIDEND,0.45,87,39.15,4064.1118552398675,,39.15,39.15,Dividend Payment
2017-04-05,MA,DIVIDEND,0.22,59,12.98,4077.0918552398675,,12.98,12.98,Dividend Payment
2017-04-05,NTAP,DIVIDEND,0.19,241,45.79,4122.881855239868,,45.79,45.79,Dividend Payment
2017-04-05,ROP,DIVIDEND,0.35,30,10.5,4133.381855239868,,10.5,10.5,Dividend Payment
2017-04-05,SYY,DIVIDEND,0.33,141,46.53,4179.911855239868,,46.53,46.53,Dividend Payment
2017-04-06,DRI,DIVIDEND,0.56,98,54.88,4234.791855239868,,54.88,54.88,Dividend Payment
2017-04-19,CVS,DIVIDEND,0.5,66,33.0,4267.791855239868,,33.0,33.0,Dividend Payment
2017-04-26,LNT,DIVIDEND,0.315,193,60.795,4328.586855239868,,60.795,60.795,Dividend Payment
2017-04-27,MS,DIVIDEND,0.2,256,51.2,4379.786855239868,,51.2,51.2,Dividend Payment
2017-04-27,C,DIVIDEND,0.16,157,25.12,4404.906855239868,,25.12,25.12,Dividend Payment
2017-04-27,TXN,DIVIDEND,0.5,118,59.0,4463.906855239868,,59.0,59.0,Dividend Payment
2017-05-01,CFG,DIVIDEND,0.14,328,45.92,4509.826855239868,,45.92,45.92,Dividend Payment
2017-06-12,PLD,DIVIDEND,0.44,157,69.08,4578.906855239868,,69.08,69.08,Dividend Payment
2017-06-15,HBAN,DIVIDEND,0.08,773,61.84,4640.746855239868,,61.84,61.84,Dividend Payment
2017-06-28,ARE,DIVIDEND,0.86,82,70.52,4711.266855239868,,70.52,70.52,Dividend Payment
2017-06-28,NUE,DIVIDEND,0.378,139,52.542,4763.8088552398685,,52.542,52.542,Dividend Payment
2017-06-28,MDLZ,DIVIDEND,0.19,148,28.12,4791.928855239868,,28.12,28.12,Dividend Payment
2017-06-28,ITW,DIVIDEND,0.65,64,41.6,4833.528855239869,,41.6,41.6,Dividend Payment
2017-06-28,WTW,DIVIDEND,0.53,47,24.91,4858.438855239869,,24.91,24.91,Dividend Payment
2017-06-30,GL,DIVIDEND,0.15,99,14.85,4873.288855239869,,14.85,14.85,Dividend Payment
2017-07-05,MA,DIVIDEND,0.22,59,12.98,4886.268855239869,,12.98,12.98,Dividend Payment
2017-07-05,NTAP,DIVIDEND,0.2,241,48.2,4934.468855239868,,48.2,48.2,Dividend Payment
2017-07-05,ROP,DIVIDEND,0.35,30,10.5,4944.968855239868,,10.5,10.5,Dividend Payment
2017-07-05,SYY,DIVIDEND,0.33,141,46.53,4991.498855239868,,46.53,46.53,Dividend Payment
2017-07-06,DRI,DIVIDEND,0.63,98,61.74,5053.238855239868,,61.74,61.74,Dividend Payment
2017-07-06,DGX,DIVIDEND,0.45,87,39.15,5092.388855239868,,39.15,39.15,Dividend Payment
2017-07-20,CVS,DIVIDEND,0.5,66,33.0,5125.388855239868,,33.0,33.0,Dividend Payment
2017-07-27,MS,DIVIDEND,0.25,256,64.0,5189.388855239868,,64.0,64.0,Dividend Payment
2017-07-27,LNT,DIVIDEND,0.315,193,60.795,5250.183855239868,,60.795,60.795,Dividend Payment
2017-07-27,TXN,DIVIDEND,0.5,118,59.0,5309.183855239868,,59.0,59.0,Dividend Payment
2017-07-31,CFG,DIVIDEND,0.18,328,59.04,5368.223855239868,,59.04,59.04,Dividend Payment
2017-08-03,C,DIVIDEND,0.32,157,50.24,5418.463855239867,,50.24,50.24,Dividend Payment
2017-09-15,HBAN,DIVIDEND,0.08,773,61.84,5480.3038552398675,,61.84,61.84,Dividend Payment
2017-09-15,PLD,DIVIDEND,0.44,157,69.08,5549.383855239867,,69.08,69.08,Dividend Payment
2017-09-28,ARE,DIVIDEND,0.86,82,70.52,5619.903855239868,,70.52,70.52,Dividend Payment
2017-09-28,NUE,DIVIDEND,0.378,139,52.542,5672.445855239868,,52.542,52.542,Dividend Payment
2017-09-28,MDLZ,DIVIDEND,0.22,148,32.56,5705.005855239869,,32.56,32.56,Dividend Payment
2017-09-28,ITW,DIVIDEND,0.78,64,49.92,5754.925855239869,,49.92,49.92,Dividend Payment
2017-09-28,WTW,DIVIDEND,0.53,47,24.91,5779.835855239869,,24.91,24.91,Dividend Payment
2017-10-02,DGX,DIVIDEND,0.45,87,39.15,5818.985855239868,,39.15,39.15,Dividend Payment
2017-10-05,MA,DIVIDEND,0.22,59,12.98,5831.965855239868,,12.98,12.98,Dividend Payment
2017-10-05,NTAP,DIVIDEND,0.2,241,48.2,5880.165855239868,,48.2,48.2,Dividend Payment
2017-10-05,GL,DIVIDEND,0.15,99,14.85,5895.015855239868,,14.85,14.85,Dividend Payment
2017-10-05,ROP,DIVIDEND,0.35,30,10.5,5905.515855239868,,10.5,10.5,Dividend Payment
2017-10-05,SYY,DIVIDEND,0.33,141,46.53,5952.045855239868,,46.53,46.53,Dividend Payment
2017-10-06,DRI,DIVIDEND,0.63,98,61.74,6013.7858552398675,,61.74,61.74,Dividend Payment
2017-10-23,CVS,DIVIDEND,0.5,66,33.0,6046.7858552398675,,33.0,33.0,Dividend Payment
2017-10-30,MS,DIVIDEND,0.25,256,64.0,6110.7858552398675,,64.0,64.0,Dividend Payment
2017-10-30,LNT,DIVIDEND,0.315,193,60.795,6171.580855239868,,60.795,60.795,Dividend Payment
2017-10-30,TXN,DIVIDEND,0.62,118,73.16,6244.740855239867,,73.16,73.16,Dividend Payment
2017-10-31,CFG,DIVIDEND,0.18,328,59.04,6303.780855239867,,59.04,59.04,Dividend Payment
2017-11-03,C,DIVIDEND,0.32,157,50.24,6354.020855239867,,50.24,50.24,Dividend Payment
2017-12-15,HBAN,DIVIDEND,0.11,773,85.03,6439.050855239867,,85.03,85.03,Dividend Payment
2017-12-15,PLD,DIVIDEND,0.44,157,69.08,6508.130855239867,,69.08,69.08,Dividend Payment
2017-12-28,ARE,DIVIDEND,0.9,82,73.8,6581.930855239867,,73.8,73.8,Dividend Payment
2017-12-28,NUE,DIVIDEND,0.38,139,52.82,6634.750855239867,,52.82,52.82,Dividend Payment
2017-12-28,MDLZ,DIVIDEND,0.22,148,32.56,6667.310855239867,,32.56,32.56,Dividend Payment
2017-12-28,ITW,DIVIDEND,0.78,64,49.92,6717.230855239867,,49.92,49.92,Dividend Payment
2017-12-28,WTW,DIVIDEND,0.53,47,24.91,6742.140855239867,,24.91,24.91,Dividend Payment
2018-01-04,NTAP,DIVIDEND,0.2,241,48.2,6790.340855239867,,48.2,48.2,Dividend Payment
2018-01-04,GL,DIVIDEND,0.15,99,14.85,6805.190855239867,,14.85,14.85,Dividend Payment
2018-01-04,SYY,DIVIDEND,0.36,141,50.76,6855.950855239867,,50.76,50.76,Dividend Payment
2018-01-08,MA,DIVIDEND,0.25,59,14.75,6870.700855239867,,14.75,14.75,Dividend Payment
2018-01-08,DGX,DIVIDEND,0.45,87,39.15,6909.850855239867,,39.15,39.15,Dividend Payment
2018-01-08,ROP,DIVIDEND,0.413,30,12.389999999999999,6922.240855239867,,12.389999999999999,12.389999999999999,Dividend Payment
2018-01-09,DRI,DIVIDEND,0.63,98,61.74,6983.980855239867,,61.74,61.74,Dividend Payment
2018-01-23,CVS,DIVIDEND,0.5,66,33.0,7016.980855239867,,33.0,33.0,Dividend Payment
2018-01-30,MS,DIVIDEND,0.25,256,64.0,7080.980855239867,,64.0,64.0,Dividend Payment
